rt,trial_type,trial_index,trial_number,plugin_version,time_elapsed,random_id,participant_id,stimulus,response,Category,Concept,T1,T2,CorrectAnswer,correct,is_right,reflection_1,reflection_2
173,html-keyboard-response,83,75,2.0.0,427304,pa5pn7qds5b,antelope,<b><font size=6>Computer viruses evolve.</font></b>,m,Evolution,Adaptation,FALSE,TRUE,TRUE,FALSE,0,NA,no
59,html-keyboard-response,84,76,2.0.0,427865,pa5pn7qds5b,antelope,<b><font size=6>Most organisms have plenty to eat.</font></b>,z,Evolution,Selection,TRUE,FALSE,FALSE,FALSE,0,NA,no
112,html-keyboard-response,85,77,2.0.0,428479,pa5pn7qds5b,antelope,<b><font size=6>Inanimate objects evolve.</font></b>,z,Evolution,Adaptation,FALSE,FALSE,FALSE,FALSE,0,NA,no
168,html-keyboard-response,86,78,2.0.0,429150,pa5pn7qds5b,antelope,<b><font size=6>Humans are descended from sea-dwelling creatures.</font></b>,m,Evolution,Phylogeny,FALSE,TRUE,TRUE,FALSE,0,NA,no
229,html-keyboard-response,87,79,2.0.0,429882,pa5pn7qds5b,antelope,<b><font size=6>Evolution requires within-species variation.</font></b>,m,Evolution,Variation,FALSE,TRUE,TRUE,FALSE,0,NA,no
179,html-keyboard-response,88,80,2.0.0,430563,pa5pn7qds5b,antelope,<b><font size=6>Whales are more closely related to plants than fish.</font></b>,z,Evolution,Common ancestry,FALSE,FALSE,FALSE,FALSE,0,NA,no
167,html-keyboard-response,90,81,2.0.0,431823,pa5pn7qds5b,antelope,<b><font size=6>A grain of sand can be cut in half.</font></b>,z,Matter,Divisibility,FALSE,TRUE,TRUE,TRUE,1,NA,no
72,html-keyboard-response,91,82,2.0.0,432396,pa5pn7qds5b,antelope,<b><font size=6>A liter of water weighs more than a liter of air.</font></b>,m,Matter,Weight,TRUE,TRUE,TRUE,FALSE,0,NA,no
7,html-keyboard-response,92,83,2.0.0,432906,pa5pn7qds5b,antelope,<b><font size=6>Air is composed of matter.</font></b>,m,Matter,Mass,FALSE,TRUE,TRUE,FALSE,0,NA,no
162,html-keyboard-response,93,84,2.0.0,433571,pa5pn7qds5b,antelope,<b><font size=6>Numbers are composed of matter.</font></b>,z,Matter,Mass,FALSE,FALSE,FALSE,FALSE,0,NA,no
109,html-keyboard-response,94,85,2.0.0,434182,pa5pn7qds5b,antelope,<b><font size=6>Foam is denser than brick.</font></b>,z,Matter,Density,FALSE,FALSE,FALSE,FALSE,0,NA,no
124,html-keyboard-response,95,86,2.0.0,434809,pa5pn7qds5b,antelope,<b><font size=6>A liter of water weighs more than a liter of ice.</font></b>,z,Matter,Weight,FALSE,TRUE,TRUE,TRUE,1,NA,no
129,html-keyboard-response,96,87,2.0.0,435440,pa5pn7qds5b,antelope,<b><font size=6>A shadow can be cut in half.</font></b>,z,Matter,Divisibility,TRUE,FALSE,FALSE,FALSE,0,NA,no
154,html-keyboard-response,97,88,2.0.0,436096,pa5pn7qds5b,antelope,<b><font size=6>Atoms are the constituents of matter.</font></b>,m,Matter,Atom,TRUE,TRUE,TRUE,FALSE,0,NA,no
117,html-keyboard-response,98,89,2.0.0,436715,pa5pn7qds5b,antelope,<b><font size=6>A pound of steel weighs more than a ton of steel.</font></b>,z,Matter,Weight,FALSE,FALSE,FALSE,FALSE,0,NA,no
103,html-keyboard-response,99,90,2.0.0,437318,pa5pn7qds5b,antelope,<b><font size=6>Steel is denser than foam.</font></b>,z,Matter,Density,TRUE,TRUE,TRUE,TRUE,1,NA,no
62,html-keyboard-response,100,91,2.0.0,437883,pa5pn7qds5b,antelope,<b><font size=6>A cold penny is denser than a hot penny.</font></b>,m,Matter,Density,FALSE,TRUE,TRUE,FALSE,0,NA,no
181,html-keyboard-response,101,92,2.0.0,438566,pa5pn7qds5b,antelope,<b><font size=6>A log can be cut in half.</font></b>,z,Matter,Divisibility,TRUE,TRUE,TRUE,TRUE,1,NA,no
93,html-keyboard-response,102,93,2.0.0,439162,pa5pn7qds5b,antelope,<b><font size=6>Rocks are composed of matter.</font></b>,m,Matter,Mass,TRUE,TRUE,TRUE,FALSE,0,NA,no
23,html-keyboard-response,103,94,2.0.0,439686,pa5pn7qds5b,antelope,<b><font size=6>An idea can be cut in half.</font></b>,m,Matter,Divisibility,FALSE,FALSE,FALSE,TRUE,1,NA,no
45,html-keyboard-response,104,95,2.0.0,440234,pa5pn7qds5b,antelope,<b><font size=6>Fire is composed of matter.</font></b>,z,Matter,Mass,TRUE,FALSE,FALSE,FALSE,0,NA,no
46,html-keyboard-response,105,96,2.0.0,440783,pa5pn7qds5b,antelope,<b><font size=6>Ice is denser than water.</font></b>,m,Matter,Density,TRUE,FALSE,FALSE,TRUE,1,NA,no
41,html-keyboard-response,106,97,2.0.0,441326,pa5pn7qds5b,antelope,<b><font size=6>Atoms are visible to the naked eye.</font></b>,m,Matter,Atom,FALSE,FALSE,FALSE,TRUE,1,NA,no
37,html-keyboard-response,107,98,2.0.0,441866,pa5pn7qds5b,antelope,<b><font size=6>Atoms are mostly empty space.</font></b>,z,Matter,Atom,FALSE,TRUE,TRUE,TRUE,1,NA,no
40,html-keyboard-response,108,99,2.0.0,442409,pa5pn7qds5b,antelope,<b><font size=6>A pound of steel weighs more than a pound of feathers.</font></b>,m,Matter,Weight,TRUE,FALSE,FALSE,TRUE,1,NA,no
174,html-keyboard-response,109,100,2.0.0,443086,pa5pn7qds5b,antelope,<b><font size=6>Atoms are weightless.</font></b>,z,Matter,Atom,TRUE,FALSE,FALSE,FALSE,0,NA,no
3035,html-keyboard-response,6,1,2.0.0,27080,pa783u95vrl,manatee,<b><font size=6>The sun produces light.</font></b>,z,Astronomy,Star,TRUE,TRUE,TRUE,TRUE,1,NA,No
3316,html-keyboard-response,7,2,2.0.0,30915,pa783u95vrl,manatee,<b><font size=6>The moon revolves around the earth.</font></b>,z,Astronomy,Solar system,TRUE,TRUE,TRUE,TRUE,1,NA,No
10250,html-keyboard-response,8,3,2.0.0,41675,pa783u95vrl,manatee,<b><font size=6>Phases of the moon are caused by changes in illumination.</font></b>,m,Astronomy,Lunar phase,TRUE,TRUE,TRUE,FALSE,0,NA,No
4724,html-keyboard-response,9,4,2.0.0,46915,pa783u95vrl,manatee,<b><font size=6>Phases of the moon are caused by clouds.</font></b>,m,Astronomy,Lunar phase,FALSE,FALSE,FALSE,TRUE,1,NA,No
2029,html-keyboard-response,10,5,2.0.0,49452,pa783u95vrl,manatee,<b><font size=6>The moon produces light.</font></b>,m,Astronomy,Star,TRUE,FALSE,FALSE,TRUE,1,NA,No
2168,html-keyboard-response,11,6,2.0.0,52131,pa783u95vrl,manatee,<b><font size=6>Phases of the moon are caused by the moon's orbit.</font></b>,z,Astronomy,Lunar phase,FALSE,TRUE,TRUE,TRUE,1,NA,No
1931,html-keyboard-response,12,7,2.0.0,54577,pa783u95vrl,manatee,<b><font size=6>Planets are more massive than stars.</font></b>,m,Astronomy,Planet,TRUE,FALSE,FALSE,TRUE,1,NA,No
6071,html-keyboard-response,13,8,2.0.0,61164,pa783u95vrl,manatee,<b><font size=6>Phases of the moon are caused by the earth's shadow.</font></b>,m,Astronomy,Lunar phase,TRUE,FALSE,FALSE,TRUE,1,NA,No
13674,html-keyboard-response,14,9,2.0.0,75353,pa783u95vrl,manatee,<b><font size=6>A change in overall sunlight causes the seasons.</font></b>,z,Astronomy,Season,TRUE,TRUE,TRUE,TRUE,1,NA,No
2144,html-keyboard-response,15,10,2.0.0,77998,pa783u95vrl,manatee,<b><font size=6>The sun revolves around the moon.</font></b>,m,Astronomy,Solar system,FALSE,FALSE,FALSE,TRUE,1,NA,No
1037,html-keyboard-response,16,11,2.0.0,79539,pa783u95vrl,manatee,<b><font size=6>Stars are more massive than planets.</font></b>,z,Astronomy,Planet,FALSE,TRUE,TRUE,TRUE,1,NA,No
4389,html-keyboard-response,17,12,2.0.0,84441,pa783u95vrl,manatee,<b><font size=6>The earth's distance from the sun causes the seasons.</font></b>,m,Astronomy,Season,TRUE,FALSE,FALSE,TRUE,1,NA,No
1973,html-keyboard-response,18,13,2.0.0,86930,pa783u95vrl,manatee,<b><font size=6>Asteroids are more massive than planets.</font></b>,m,Astronomy,Planet,FALSE,FALSE,FALSE,TRUE,1,NA,No
1593,html-keyboard-response,19,14,2.0.0,89034,pa783u95vrl,manatee,<b><font size=6>The sun produces gravity.</font></b>,z,Astronomy,Star,FALSE,TRUE,TRUE,TRUE,1,NA,No
1139,html-keyboard-response,20,15,2.0.0,90683,pa783u95vrl,manatee,<b><font size=6>The sun produces sound.</font></b>,m,Astronomy,Star,FALSE,FALSE,FALSE,TRUE,1,NA,No
2925,html-keyboard-response,21,16,2.0.0,94114,pa783u95vrl,manatee,<b><font size=6>The sun revolves around the earth.</font></b>,m,Astronomy,Solar system,TRUE,FALSE,FALSE,TRUE,1,NA,No
811,html-keyboard-response,22,17,2.0.0,95441,pa783u95vrl,manatee,<b><font size=6>The earth revolves around the sun.</font></b>,z,Astronomy,Solar system,FALSE,TRUE,TRUE,TRUE,1,NA,No
1763,html-keyboard-response,23,18,2.0.0,97710,pa783u95vrl,manatee,<b><font size=6>The earth's rotation causes the seasons.</font></b>,z,Astronomy,Season,FALSE,FALSE,FALSE,FALSE,0,NA,No
1461,html-keyboard-response,24,19,2.0.0,99682,pa783u95vrl,manatee,<b><font size=6>The earth's tilt causes the seasons.</font></b>,z,Astronomy,Season,FALSE,TRUE,TRUE,TRUE,1,NA,No
13347,html-keyboard-response,25,20,2.0.0,113542,pa783u95vrl,manatee,<b><font size=6>Planets are more massive than moons.</font></b>,z,Astronomy,Planet,TRUE,TRUE,TRUE,TRUE,1,NA,No
10379,html-keyboard-response,27,21,2.0.0,126649,pa783u95vrl,manatee,<b><font size=6>There are numbers between 1/10 and 10/100.</font></b>,z,Fractions,Infinite density,TRUE,FALSE,FALSE,FALSE,0,NA,No
1657,html-keyboard-response,28,22,2.0.0,128819,pa783u95vrl,manatee,<b><font size=6>All fractions are expressible as decimals.</font></b>,z,Fractions,Conversion,TRUE,FALSE,FALSE,FALSE,0,NA,No
4190,html-keyboard-response,29,23,2.0.0,133523,pa783u95vrl,manatee,<b><font size=6>There are numbers between 10 and 10.</font></b>,m,Fractions,Infinite density,FALSE,FALSE,FALSE,TRUE,1,NA,No
2212,html-keyboard-response,30,24,2.0.0,136247,pa783u95vrl,manatee,<b><font size=6>1/3 plus 1/3 is 2/3.</font></b>,z,Fractions,Addition,TRUE,TRUE,TRUE,TRUE,1,NA,No
1567,html-keyboard-response,31,25,2.0.0,138321,pa783u95vrl,manatee,<b><font size=6>All integers are expressible as fractions.</font></b>,z,Fractions,Conversion,FALSE,TRUE,TRUE,TRUE,1,NA,No
1944,html-keyboard-response,32,26,2.0.0,140769,pa783u95vrl,manatee,<b><font size=6>4 divided by 1/2 is 8.</font></b>,m,Fractions,Division,FALSE,TRUE,TRUE,FALSE,0,NA,No
3865,html-keyboard-response,33,27,2.0.0,145137,pa783u95vrl,manatee,<b><font size=6>2/3 plus 2/4 is 2/7.</font></b>,m,Fractions,Addition,TRUE,FALSE,FALSE,TRUE,1,NA,No
1162,html-keyboard-response,34,28,2.0.0,146807,pa783u95vrl,manatee,<b><font size=6>1/3 plus 1/3 is 1/3.</font></b>,m,Fractions,Addition,FALSE,FALSE,FALSE,TRUE,1,NA,No
1940,html-keyboard-response,35,29,2.0.0,149256,pa783u95vrl,manatee,<b><font size=6>1/17 is greater than 16/17.</font></b>,m,Fractions,Ordering,FALSE,FALSE,FALSE,TRUE,1,NA,No
2493,html-keyboard-response,36,30,2.0.0,152256,pa783u95vrl,manatee,<b><font size=6>8 divided by 2/1 is 3.</font></b>,m,Fractions,Division,FALSE,FALSE,FALSE,TRUE,1,NA,No
1788,html-keyboard-response,37,31,2.0.0,154557,pa783u95vrl,manatee,<b><font size=6>4 divided by 2/1 is 2.</font></b>,z,Fractions,Division,TRUE,TRUE,TRUE,TRUE,1,NA,No
3304,html-keyboard-response,38,32,2.0.0,158372,pa783u95vrl,manatee,<b><font size=6>All fractions are expressible as integers.</font></b>,m,Fractions,Conversion,FALSE,FALSE,FALSE,TRUE,1,NA,No
2378,html-keyboard-response,39,33,2.0.0,161269,pa783u95vrl,manatee,<b><font size=6>1/10 plus 1/10 is 1/5.</font></b>,z,Fractions,Addition,FALSE,TRUE,TRUE,TRUE,1,NA,No
1475,html-keyboard-response,40,34,2.0.0,163254,pa783u95vrl,manatee,<b><font size=6>12/13 is greater than 1/13.</font></b>,z,Fractions,Ordering,TRUE,TRUE,TRUE,TRUE,1,NA,No
1749,html-keyboard-response,41,35,2.0.0,165519,pa783u95vrl,manatee,<b><font size=6>1/17 is greater than 1/9.</font></b>,m,Fractions,Ordering,TRUE,FALSE,FALSE,TRUE,1,NA,No
2174,html-keyboard-response,42,36,2.0.0,168201,pa783u95vrl,manatee,<b><font size=6>All decimals are expressible as fractions.</font></b>,z,Fractions,Conversion,TRUE,TRUE,TRUE,TRUE,1,NA,No
16886,html-keyboard-response,43,37,2.0.0,185603,pa783u95vrl,manatee,<b><font size=6>1/13 is greater than 1/30.</font></b>,z,Fractions,Ordering,FALSE,TRUE,TRUE,TRUE,1,NA,No
1625,html-keyboard-response,44,38,2.0.0,187749,pa783u95vrl,manatee,<b><font size=6>There are numbers between 1 and 3.</font></b>,z,Fractions,Infinite density,TRUE,TRUE,TRUE,TRUE,1,NA,No
2192,html-keyboard-response,45,39,2.0.0,190447,pa783u95vrl,manatee,<b><font size=6>8 divided by 1/2 is 4.</font></b>,m,Fractions,Division,TRUE,FALSE,FALSE,TRUE,1,NA,No
2308,html-keyboard-response,46,40,2.0.0,193271,pa783u95vrl,manatee,<b><font size=6>There are numbers between 1/3 and 1/2.</font></b>,z,Fractions,Infinite density,FALSE,TRUE,TRUE,TRUE,1,NA,No
2634,html-keyboard-response,48,41,2.0.0,198196,pa783u95vrl,manatee,<b><font size=6>Sounds can be dead or alive.</font></b>,m,Waves,Sound,FALSE,FALSE,FALSE,TRUE,1,NA,No
1451,html-keyboard-response,49,42,2.0.0,200161,pa783u95vrl,manatee,<b><font size=6>Red objects absorb blue light.</font></b>,m,Waves,Color,FALSE,TRUE,TRUE,FALSE,0,NA,No
1008,html-keyboard-response,50,43,2.0.0,201675,pa783u95vrl,manatee,<b><font size=6>Sounds can be loud or quiet.</font></b>,z,Waves,Sound,TRUE,TRUE,TRUE,TRUE,1,NA,No
704,html-keyboard-response,51,44,2.0.0,202891,pa783u95vrl,manatee,<b><font size=6>Sound travels through air.</font></b>,z,Waves,Propagation,TRUE,TRUE,TRUE,TRUE,1,NA,No
864,html-keyboard-response,52,45,2.0.0,204272,pa783u95vrl,manatee,<b><font size=6>Sounds can be direct or reflected.</font></b>,z,Waves,Sound,FALSE,TRUE,TRUE,TRUE,1,NA,No
1798,html-keyboard-response,53,46,2.0.0,206585,pa783u95vrl,manatee,<b><font size=6>Sound travels through foam.</font></b>,z,Waves,Propagation,FALSE,FALSE,FALSE,FALSE,0,NA,No
1992,html-keyboard-response,54,47,2.0.0,209094,pa783u95vrl,manatee,<b><font size=6>Red objects absorb red light.</font></b>,m,Waves,Color,TRUE,FALSE,FALSE,TRUE,1,NA,No
1172,html-keyboard-response,55,48,2.0.0,210780,pa783u95vrl,manatee,<b><font size=6>Rainbows contain all colors of light.</font></b>,z,Waves,Light,TRUE,TRUE,TRUE,TRUE,1,NA,No
1952,html-keyboard-response,56,49,2.0.0,213241,pa783u95vrl,manatee,<b><font size=6>Red objects reflect red light.</font></b>,z,Waves,Color,TRUE,TRUE,TRUE,TRUE,1,NA,No
796,html-keyboard-response,57,50,2.0.0,214544,pa783u95vrl,manatee,<b><font size=6>Prisms reflect light.</font></b>,z,Waves,Reflection,TRUE,FALSE,FALSE,FALSE,0,NA,No
866,html-keyboard-response,58,51,2.0.0,215921,pa783u95vrl,manatee,<b><font size=6>Red objects reflect blue light.</font></b>,m,Waves,Color,FALSE,FALSE,FALSE,TRUE,1,NA,No
2441,html-keyboard-response,59,52,2.0.0,218874,pa783u95vrl,manatee,<b><font size=6>Foam reflects sound.</font></b>,m,Waves,Reflection,FALSE,FALSE,FALSE,TRUE,1,NA,No
4003,html-keyboard-response,60,53,2.0.0,223395,pa783u95vrl,manatee,<b><font size=6>Black objects reflect all colors of light.</font></b>,m,Waves,Light,TRUE,FALSE,FALSE,TRUE,1,NA,No
2839,html-keyboard-response,61,54,2.0.0,226743,pa783u95vrl,manatee,<b><font size=6>Sound travels through metal.</font></b>,m,Waves,Propagation,FALSE,TRUE,TRUE,FALSE,0,NA,No
22469,html-keyboard-response,62,55,2.0.0,249729,pa783u95vrl,manatee,<b><font size=6>Shadows contain all colors of light.</font></b>,m,Waves,Light,FALSE,FALSE,FALSE,TRUE,1,NA,No
1907,html-keyboard-response,63,56,2.0.0,252148,pa783u95vrl,manatee,<b><font size=6>White light contains all colors of light.</font></b>,z,Waves,Light,FALSE,TRUE,TRUE,TRUE,1,NA,No
1054,html-keyboard-response,64,57,2.0.0,253718,pa783u95vrl,manatee,<b><font size=6>Sounds can be near or far.</font></b>,z,Waves,Sound,TRUE,FALSE,FALSE,FALSE,0,NA,No
924,html-keyboard-response,65,58,2.0.0,255149,pa783u95vrl,manatee,<b><font size=6>Mirrors reflect sound.</font></b>,m,Waves,Reflection,FALSE,TRUE,TRUE,FALSE,0,NA,No
779,html-keyboard-response,66,59,2.0.0,256438,pa783u95vrl,manatee,<b><font size=6>Mirrors reflect light.</font></b>,z,Waves,Reflection,TRUE,TRUE,TRUE,TRUE,1,NA,No
3585,html-keyboard-response,67,60,2.0.0,260543,pa783u95vrl,manatee,<b><font size=6>Sound travels through a vacuum.</font></b>,m,Waves,Propagation,TRUE,FALSE,FALSE,TRUE,1,NA,No
4005,html-keyboard-response,69,61,2.0.0,266573,pa783u95vrl,manatee,<b><font size=6>Momentum can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,TRUE,TRUE,TRUE,TRUE,1,NA,No
3585,html-keyboard-response,70,62,2.0.0,270665,pa783u95vrl,manatee,<b><font size=6>A moving bullet loses height.</font></b>,z,Mechanics,Velocity,FALSE,TRUE,TRUE,TRUE,1,NA,No
1711,html-keyboard-response,71,63,2.0.0,272883,pa783u95vrl,manatee,<b><font size=6>Bright objects fall through air faster than dark objects.</font></b>,m,Mechanics,Gravity,FALSE,FALSE,FALSE,TRUE,1,NA,No
4285,html-keyboard-response,72,64,2.0.0,277682,pa783u95vrl,manatee,<b><font size=6>Constant acceleration requires constant force.</font></b>,z,Mechanics,Acceleration,TRUE,TRUE,TRUE,TRUE,1,NA,No
5767,html-keyboard-response,73,65,2.0.0,283954,pa783u95vrl,manatee,<b><font size=6>Forces can be male or female.</font></b>,m,Mechanics,Force,FALSE,FALSE,FALSE,TRUE,1,NA,No
12799,html-keyboard-response,74,66,2.0.0,297258,pa783u95vrl,manatee,<b><font size=6>Heavy balls fall through air faster than light balls.</font></b>,m,Mechanics,Gravity,TRUE,FALSE,FALSE,TRUE,1,NA,No
2666,html-keyboard-response,75,67,2.0.0,300433,pa783u95vrl,manatee,<b><font size=6>Color can be transferred from one object to another.</font></b>,m,Mechanics,Momentum,FALSE,FALSE,FALSE,TRUE,1,NA,No
14219,html-keyboard-response,76,68,2.0.0,315167,pa783u95vrl,manatee,<b><font size=6>A moving bullet loses speed.</font></b>,z,Mechanics,Velocity,TRUE,TRUE,TRUE,TRUE,1,NA,No
4067,html-keyboard-response,77,69,2.0.0,319749,pa783u95vrl,manatee,<b><font size=6>Constant force can yield constant rest.</font></b>,m,Mechanics,Acceleration,FALSE,TRUE,TRUE,FALSE,0,NA,No
3075,html-keyboard-response,78,70,2.0.0,323344,pa783u95vrl,manatee,<b><font size=6>Forces can be straight or curved.</font></b>,m,Mechanics,Force,TRUE,FALSE,FALSE,TRUE,1,NA,No
1573,html-keyboard-response,79,71,2.0.0,325426,pa783u95vrl,manatee,<b><font size=6>Forces can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,TRUE,FALSE,FALSE,FALSE,0,NA,No
3234,html-keyboard-response,80,72,2.0.0,329177,pa783u95vrl,manatee,<b><font size=6>Anvils fall through air faster than feathers.</font></b>,z,Mechanics,Gravity,TRUE,TRUE,TRUE,TRUE,1,NA,No
1531,html-keyboard-response,81,73,2.0.0,331217,pa783u95vrl,manatee,<b><font size=6>Energy can be transferred from one object to another.</font></b>,z,Mechanics,Momentum,FALSE,TRUE,TRUE,TRUE,1,NA,No
3153,html-keyboard-response,82,74,2.0.0,334876,pa783u95vrl,manatee,<b><font size=6>Constant speed requires constant acceleration.</font></b>,m,Mechanics,Acceleration,FALSE,FALSE,FALSE,TRUE,1,NA,No
1753,html-keyboard-response,83,75,2.0.0,337141,pa783u95vrl,manatee,<b><font size=6>Constant motion requires constant force.</font></b>,z,Mechanics,Acceleration,TRUE,FALSE,FALSE,FALSE,0,NA,No
3200,html-keyboard-response,84,76,2.0.0,340846,pa783u95vrl,manatee,<b><font size=6>Pointy objects fall through air faster than flat objects.</font></b>,z,Mechanics,Gravity,FALSE,TRUE,TRUE,TRUE,1,NA,No
2360,html-keyboard-response,85,77,2.0.0,343710,pa783u95vrl,manatee,<b><font size=6>Forces can be balanced or unbalanced.</font></b>,z,Mechanics,Force,FALSE,TRUE,TRUE,TRUE,1,NA,No
860,html-keyboard-response,86,78,2.0.0,345090,pa783u95vrl,manatee,<b><font size=6>Forces can be strong or weak.</font></b>,z,Mechanics,Force,TRUE,TRUE,TRUE,TRUE,1,NA,No
1749,html-keyboard-response,87,79,2.0.0,347360,pa783u95vrl,manatee,<b><font size=6>A moving bullet loses weight.</font></b>,m,Mechanics,Velocity,FALSE,FALSE,FALSE,TRUE,1,NA,No
2381,html-keyboard-response,88,80,2.0.0,350250,pa783u95vrl,manatee,<b><font size=6>A moving bullet loses force.</font></b>,z,Mechanics,Velocity,TRUE,FALSE,FALSE,FALSE,0,NA,No
975,html-keyboard-response,90,81,2.0.0,353040,pa783u95vrl,manatee,<b><font size=6>Germs have DNA.</font></b>,m,Germs,Microbe,FALSE,TRUE,TRUE,FALSE,0,NA,No
1514,html-keyboard-response,91,82,2.0.0,355068,pa783u95vrl,manatee,<b><font size=6>Germs enter the body through the hair.</font></b>,m,Germs,Infection,FALSE,FALSE,FALSE,TRUE,1,NA,No
1384,html-keyboard-response,92,83,2.0.0,356970,pa783u95vrl,manatee,<b><font size=6>Alcohol kills germs.</font></b>,z,Germs,Sterilization,TRUE,TRUE,TRUE,TRUE,1,NA,No
959,html-keyboard-response,93,84,2.0.0,358447,pa783u95vrl,manatee,<b><font size=6>Urine contains germs.</font></b>,m,Germs,Contamination,TRUE,FALSE,FALSE,TRUE,1,NA,No
2472,html-keyboard-response,94,85,2.0.0,361435,pa783u95vrl,manatee,<b><font size=6>Germs enter the body through the skin.</font></b>,m,Germs,Infection,TRUE,FALSE,FALSE,TRUE,1,NA,No
1465,html-keyboard-response,95,86,2.0.0,363408,pa783u95vrl,manatee,<b><font size=6>Being depressed can make a person sick.</font></b>,z,Germs,Contagion,FALSE,TRUE,TRUE,TRUE,1,NA,No
887,html-keyboard-response,96,87,2.0.0,364812,pa783u95vrl,manatee,<b><font size=6>Being cold can make a person sick.</font></b>,z,Germs,Contagion,TRUE,FALSE,FALSE,FALSE,0,NA,No
1230,html-keyboard-response,97,88,2.0.0,366562,pa783u95vrl,manatee,<b><font size=6>Being happy can make a person sick.</font></b>,m,Germs,Contagion,FALSE,FALSE,FALSE,TRUE,1,NA,No
1073,html-keyboard-response,98,89,2.0.0,368145,pa783u95vrl,manatee,<b><font size=6>Germs enter the body through cuts.</font></b>,z,Germs,Infection,TRUE,TRUE,TRUE,TRUE,1,NA,No
1023,html-keyboard-response,99,90,2.0.0,369680,pa783u95vrl,manatee,<b><font size=6>Rotting meat contains germs.</font></b>,z,Germs,Contamination,TRUE,TRUE,TRUE,TRUE,1,NA,No
959,html-keyboard-response,100,91,2.0.0,371160,pa783u95vrl,manatee,<b><font size=6>Water kills germs.</font></b>,m,Germs,Sterilization,TRUE,FALSE,FALSE,TRUE,1,NA,No
939,html-keyboard-response,101,92,2.0.0,372613,pa783u95vrl,manatee,<b><font size=6>Heat kills germs.</font></b>,z,Germs,Sterilization,FALSE,TRUE,TRUE,TRUE,1,NA,No
799,html-keyboard-response,102,93,2.0.0,373922,pa783u95vrl,manatee,<b><font size=6>Germs have a shape.</font></b>,m,Germs,Microbe,TRUE,TRUE,TRUE,FALSE,0,NA,No
775,html-keyboard-response,103,94,2.0.0,375213,pa783u95vrl,manatee,<b><font size=6>Kindness kills germs.</font></b>,m,Germs,Sterilization,FALSE,FALSE,FALSE,TRUE,1,NA,No
645,html-keyboard-response,104,95,2.0.0,376368,pa783u95vrl,manatee,<b><font size=6>Sunshine contains germs.</font></b>,m,Germs,Contamination,FALSE,FALSE,FALSE,TRUE,1,NA,No
3635,html-keyboard-response,105,96,2.0.0,380516,pa783u95vrl,manatee,<b><font size=6>Germs have an odor.</font></b>,m,Germs,Microbe,TRUE,FALSE,FALSE,TRUE,1,NA,No
3841,html-keyboard-response,106,97,2.0.0,384875,pa783u95vrl,manatee,<b><font size=6>Germs enter the body through the eyes.</font></b>,z,Germs,Infection,FALSE,TRUE,TRUE,TRUE,1,NA,No
1117,html-keyboard-response,107,98,2.0.0,386505,pa783u95vrl,manatee,<b><font size=6>Dish sponges contain germs.</font></b>,m,Germs,Contamination,FALSE,TRUE,TRUE,FALSE,0,NA,No
4544,html-keyboard-response,108,99,2.0.0,391566,pa783u95vrl,manatee,<b><font size=6>Germs have feelings.</font></b>,m,Germs,Microbe,FALSE,FALSE,FALSE,TRUE,1,NA,No
1420,html-keyboard-response,109,100,2.0.0,393490,pa783u95vrl,manatee,<b><font size=6>Being sneezed on can make a person sick.</font></b>,z,Germs,Contagion,TRUE,TRUE,TRUE,TRUE,1,NA,No
1887,html-keyboard-response,6,1,2.0.0,24370,pak081hjc6d,pelican,<b><font size=6>Evolution requires long periods of time.</font></b>,z,Evolution,Variation,TRUE,FALSE,FALSE,FALSE,0,NA,no
3657,html-keyboard-response,7,2,2.0.0,28528,pak081hjc6d,pelican,<b><font size=6>Whales are more closely related to humans than fish.</font></b>,z,Evolution,Common ancestry,FALSE,TRUE,TRUE,TRUE,1,NA,no
5221,html-keyboard-response,8,3,2.0.0,34252,pak081hjc6d,pelican,<b><font size=6>Whales are more closely related to plants than fish.</font></b>,m,Evolution,Common ancestry,FALSE,FALSE,FALSE,TRUE,1,NA,no
6426,html-keyboard-response,9,4,2.0.0,41179,pak081hjc6d,pelican,<b><font size=6>Apes are more closely related to monkeys than humans.</font></b>,m,Evolution,Common ancestry,TRUE,FALSE,FALSE,TRUE,1,NA,no
2089,html-keyboard-response,10,5,2.0.0,43770,pak081hjc6d,pelican,<b><font size=6>Humans are descended from chimpanzees.</font></b>,m,Evolution,Phylogeny,TRUE,FALSE,FALSE,TRUE,1,NA,no
3692,html-keyboard-response,11,6,2.0.0,47964,pak081hjc6d,pelican,<b><font size=6>Computer viruses evolve.</font></b>,z,Evolution,Adaptation,FALSE,TRUE,TRUE,TRUE,1,NA,no
6941,html-keyboard-response,12,7,2.0.0,55408,pak081hjc6d,pelican,<b><font size=6>Most organisms die before leaving offspring.</font></b>,z,Evolution,Selection,FALSE,TRUE,TRUE,TRUE,1,NA,no
1642,html-keyboard-response,13,8,2.0.0,57551,pak081hjc6d,pelican,<b><font size=6>Most organisms are adapted to their environment.</font></b>,z,Evolution,Selection,TRUE,TRUE,TRUE,TRUE,1,NA,no
2021,html-keyboard-response,14,9,2.0.0,60073,pak081hjc6d,pelican,<b><font size=6>Inanimate objects evolve.</font></b>,m,Evolution,Adaptation,FALSE,FALSE,FALSE,TRUE,1,NA,no
